,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
890,gp:AOqpTOEC-wbKXCS50EWZuMcPLpvr7DyYVHruO9V7xYxRcBQwhW7Ojsi_NTHDR3IP3aiOdLZ3ckY2sosQcQ1-i90,Sabeen Tariq,https://play-lh.googleusercontent.com/a/AATXAJxjkStt7g-Uc9G902MXLZ1D95BODM7JvUToU7Hd=mo,"Today I ordered food from Cheetay. The app is really user friendly and gives you options of different discounts applicable. Extra two points for that. It's very convenient to order food just on two clicks. Their delivery is always on time. Keep up the good work, team Cheetay. 👍",5,64,3.6.1,2020-03-26 05:48:00,,
891,gp:AOqpTOHN8gWTXNk4_FcZHngZsmKNNDZpSUB2XRc024DfvNBWig7Rgxsp0PIR4v-vx1PIdQQclPBjYddoUcvd6bs,fezan ali,https://play-lh.googleusercontent.com/a-/AOh14GjuFtiRPucCLI9Y6RlPjUgOJLw43GIusBniAtEKNg,Is there a word which can express more disappointment then worse... a simple order takes more then 4 hours to deliver and if you are in Defence your order will be placed in model town. So in short no sense or accuracy of maps worse timings. If you are starving and want urgent food it will probably be delivered at your qul. Not in your life time. Dnt believe me try yourself. I urge you to try so more people they piss by their service greater the chance their useless app is put off from here.,1,0,,2019-12-21 20:35:34,,
892,gp:AOqpTOFAaoOFxfHOzVXvKFI7k4awnjCdn2qrOQyRnZ901f8fxqjjrwg8ugqNRysrUGCWCyD0EKkbrPBvatOyZtM,Ali Talha,https://play-lh.googleusercontent.com/a/AATXAJxLwoqbotjS27OOsMxZXx_7PCmPRmdErT6OQhyd=mo,"Pathetic app, useless, shows all the reastaurants in pindi and isb instead of only those who deliver in my area, i had to check for 40+ deals individually to check if they deliver me food. Most of the restaurants delivering to dha, bahria and pwd only so useless app, tried but cant get anything for last 3 days. Bye cheetay, ur not worth downloading.",1,11,1.51,2019-06-15 09:53:29,,
893,gp:AOqpTOEUsoL0t_u32p1KH_z899t0HH2NCUPeZcDF-1Vt3kOEtvQLRD8B2Sr84cSMfObzEumYba4u91qs_jbsrXw,Abdullah Ashraf,https://play-lh.googleusercontent.com/a-/AOh14GgnSTIF2JR4di1zZ94ZjeXm6L8UFYkGy7HEW4eedg,"I had a few bad orders, however, it was restraunts issue nothing to do with the app or cheetay service. I just hope they counter unhygienic restraunts, just being a few. Just my experience! Overall really really satisfied with the great customer service. Continuing to order in the future. IA 🤩♥️",5,0,3.9.2,2020-09-11 10:12:35,,
894,gp:AOqpTOH9TTjwuNicYKAZYLGYluTgdF7DbxJPqKJxyzgxwe7_TbXvC-jsnpt2cCKwRmhitzgu4lScgWtv7VsieBU,M Muzamil Majeed,https://play-lh.googleusercontent.com/a-/AOh14GiTQmz6uoJ9blS_u2l_xug9InYO97Ao9kd3HcPTew,Pathetic Customer service - Cannot change address if you entered wrong or ordered from a different place than the location saved in app. - Cannot add promo if missed - App doesn't confirm before placing order so that one can see if there are changes to be made - After placing order there is no ammendments what so ever - wastes alot of time in Customer service section,1,3,3.8.2,2020-08-15 10:20:14,,
895,gp:AOqpTOHQ0TH0b0jokByy4mc0MhkIbe0U6d7Psq49cYajBKVyXyCM0IQnS-UNUbJupr3C0dSw6sJe4ZsQLa4jlSM,Muhammad Ilyas,https://play-lh.googleusercontent.com/a/AATXAJy5HhM9JWq1whJWnSHYRCJ85G7jH3PxSLuqTkYR=mo,"Shittiest app ever. One time I ordered, after one hour, they said that order will be delivered after another one hour, and after 30 min they said another one hour. Now I just ordered, I called them after 15 min due to shittiest previous experience, and they said they will not deliver. Be like FoodPanda you idiots. DONT EVER DOWNLOAD AND TRUST THIS SHITTIEST SERVICE EVER.",1,0,,2020-01-17 15:42:22,,
896,gp:AOqpTOFvfR_2yVvtiPeNKgNwaOfxSUrByccWQwSn32-wyCv3w78jm9wkNdskh0hQe6ea8kQT3fnCWfHcO-z7Vs8,Sweet Amina,https://play-lh.googleusercontent.com/a-/AOh14Gi0f1Cu8ejHCE1V6KuutF1rvG7wCZUFcBSWM15p,Promo code doesn't work,1,1,3.10.13,2021-05-23 12:07:23,"Hi Amina, we'll look into this issue for you. Please send us the promo code you are trying to apply along with the screenshot of the error at info@cheetay.pk so that we can follow up.",2021-05-24 06:04:11
897,gp:AOqpTOHEKDx9Y9fwBIIVGP9VXaMJdc7cLmdVRRqB6ts6Buk2PbtHG2IYucDjkLDX2XMGMFpLQHhGOH2lcBrbDk0,bilal rana,https://play-lh.googleusercontent.com/a/AATXAJyy_Nm5X04i53I0-xW9G5wtmvpqwS8ernsJrg56=mo,"worst services for the last six months. they introduce xoom with a annual charges of 1200. and it's strange for me that after few orders they refused to deliver order which were ordered via xoom by these lame excuses that Rider is not available, rider got an accident,etc. and some times order is not delivered even after two hour of scheduled time. It shows that they are liars and cheaters not Cheeta.",1,0,,2019-07-14 09:53:55,"Hi, we are sorry for the inconvenience, you had to face this issue due to the high volume of orders at our end. We are looking into it and are taking affirmative action to resolve such issues.",2019-07-22 12:33:06
898,gp:AOqpTOGhOizeYWkBhLNZL_3QHxeor4S74DWhHGvTJZFc-_0BnA6-iwRDHmwAOXXwyycXxauCrW-2QLb2AR0LbBk,Sumyra Rattani,https://play-lh.googleusercontent.com/a/AATXAJxeRTO22qchg3-VGdQkgb0DVE2zg0WhH3r_7CCG=mo,Pathetic app i have ever used for ordering food. First order i made got canceled and no notification was sent. Second order i made yesterday came after 4 hours and between this time there was no contact with rider neither they have any option in app ko contact them. Don't use this app if you want quick service or you are ordering for any gathering,1,1,3.9.1,2020-09-05 06:52:38,,
899,gp:AOqpTOHyD1VXMkDqmPhSfA8gyPPP90vRGQyjnO8lc62by1v7Xhr-J1ygIyTjK4cFdN6IKTjooGLXI3rzYBDQAWE,Salman Habib,https://play-lh.googleusercontent.com/a-/AOh14GisCItJK3zRH_JrsxdNhHemXOj7zZWGUK4mqFytcg,"So I ordered food from this app a few days ago, i lost my patience after 2 hours and contacted Online chat, and they cancelled the order, as i paid online, i asked for the refund, to which they said I'll get it shortly. Still haven't received the refund and Everytime i contact them, they say ""you'll get it shortly"". PS. USE FOODPANDA.",1,4,3.7.2,2020-06-18 15:11:58,,
900,gp:AOqpTOFzrT7SML6gthx3VB-QBWQ13__LqKrtJrn6Qrf3wo2_GgV-qKum8qhGAvnCKNzul2kmp1lCn_rbC_RFEIk,abrar amin,https://play-lh.googleusercontent.com/a-/AOh14GgCanQZeloKvAnj32PJ3-ovf9hCcS81P5KPcH5lKg,Pathetic app. Used twice and both times i regret my decision. On 2nd time they didn't sent the food even after 5 hrs. It been 5 hrs 32 min at the time of writing review. Complained 2 times. Talked to operators. Operators asked to contact back and they also never called back. Pathetic service. Lost my temper when i again recieved the notification of next deal. Uninstalled............!!!!!!!!!!!,1,0,,2019-09-17 13:37:07,,
901,gp:AOqpTOG8AEcicfMpJ8jBy1BpbbGUP1JGOL2BCBRpv-CgefjKkTzsa0Tb9CAABvvZ5CLXSsCcsXeTjh47vRSpz6k,Aftab Zaki,https://play-lh.googleusercontent.com/a-/AOh14Ggc3Fs0jgFgM-YmZUS9NwIxCtOgMuxOVvAlUrNpOA,"No delivery in Ghauri Town, Isld. Just wow! I would switch over to Foodpanda. Thank you.",2,0,,2021-06-10 15:04:15,"Hi Aftab, we'd like to inform you that we do deliver in Ghauri Model Town Islamabad. You are requested to set up your address manually and then try placing your order.",2021-06-11 04:50:25
902,gp:AOqpTOGGq2uYQ7abte6CyoBuy1lQr8N7K8d-T52lKUkhd-VS-cPJK58YsfkcmFFUI0aYa0FoVro0UiGebMLU3HU,Optimus Prime,https://play-lh.googleusercontent.com/a-/AOh14Gi1JC-j44giiyMAlZ47c-XGnfF7D32GzcL4aSbT,"Worse experience than its competitors!!! Not much restaurant options!!! Vouchers pop ups are useless, you cannot avail them!!!! The delivery charges are relatively high!!!!! The delivery guys are careless, rude and arrogant, make us think that they're doing some sort of 'favour' by delivering the food to us. I installed this app a few weeks ago with full heart and thought to experience it with joy, now I end up being disappointed and sad. Uninstalled...........",1,2,,2020-11-17 21:47:47,,
903,gp:AOqpTOG1HNQnP5E9Ai2moO9Nv7q1dCS22ZBQ1_3BHRNT4spQgpMwTVPNhdAnvYalXKqzF3mmarNENdgRBtxT1yI,Yumna hassan,https://play-lh.googleusercontent.com/a/AATXAJzu3yxbZ1aTBI9QYUUGCCaCm4s2aVq9ExpBxhGz=mo,"They have really good service. And the order is always on time. Plus a wide variety of restaurants are available to choose from. One thing that could be added is the review section for each restaurant. Where the users would rate and review the food experience from their past meals. And if they review it, they get stars or something that would ultimately lead to vouchers",5,59,3.10.1,2020-12-23 11:47:58,,
904,gp:AOqpTOFqBT7HyGbjgyY3zA4huSGY55yTXQ7jjHl3DEoy7Ebg_NRC-aWQ0gHSTPou0w5B6dqtMpbjpSy9iVj_INA,Muhammad Zagum,https://play-lh.googleusercontent.com/a-/AOh14GgzrCr2aVhSJkENRtb_PhQRB0nUFc3daiFg3YkvwQ,Very poor customer care. There is no easy way to contact them as contact numbers provided in app give no response. I placed an order but it wasn't accepted even after 30 minutes. I have un installed the app and looking for way to get unregistered,1,4,1.44,2019-04-17 17:29:40,Hello Muhammad Zagum. We are extremely sorry for the inconvenience that you had to face. Could you please email your order number to info@cheetay.pk so we can investigate this issue further.,2019-04-18 07:50:11
905,gp:AOqpTOF2p0tfYyeeXb5Ii3YiOkGM02sPUtE33Hfx_AwFkUzbaCbf5SkN2dJifSNzLbvUkcJaKX2biICtnC9t8vU,Tehreem Zahra,https://play-lh.googleusercontent.com/a-/AOh14GhBCtVy09iqYHXRksKxda4-VK5sEcQ54bQJmEPfMCg,Unreliable service. Third time canceled order after confirmation message/call after 30-40 Mins of waiting. Deleting the app bcz once such incidents can be understandable but 3 times means the service lacks professionalism and have loopholes in system Apology and asking to place new order after 45-50minsof waiting is no way acceptable.,2,0,1.3.6,2019-12-11 15:57:57,,
906,gp:AOqpTOHdLQEbYKaBT8whOJwfil2-txmmsnSLCxC1GPKl7L78r-9ailRO8_xgYrvxgcTpY5mU31QzBbTLX23-cAY,Abubakar Ijaz,https://play-lh.googleusercontent.com/a/AATXAJz9LENQ3x0Gvlp0XgJ1jJGguKERdy7kB12plzyX=mo,"They have got the worst service. Tried their services thrice but they disappointed at all three occasions. Their app doesn't show the real time data. It's been more than one and half hour and as per app status restaurant is still preparing my order, whereas total time shown for the whole process till delivery was 50 minutes.",1,6,3.9.5,2020-11-15 11:54:34,,
907,gp:AOqpTOHwmzWQNav1wQu0qkE5XJoYHflgMYrkg3L98MfINlbEKK72Nhj0CduvoocUVNKUtMdK-iVLBy5G23M1Mcg,Sajeel Ahmed,https://play-lh.googleusercontent.com/a/AATXAJz6rvM38Qw7Y5GZdGn3huqJ5O__BTzkyf7NzPhxqw=mo,I dont usually review apps but this one deserves one. I always wanted tracking option in fooddeliveries apps. It makes whole process of finding addresses easier. Especially if you live in highly populated streets like mine. Just awesome. Keep it up.,5,0,3.8.2,2020-08-13 15:26:28,,
908,gp:AOqpTOH4Ac8FE_BJMWzaPZi7oWAps6gGIf4EuQD3lDZy26oCQS1Fb2FJTD5lIyBJZPYB5DAw0pRVCvKVurpjXbo,Siraj Khan,https://play-lh.googleusercontent.com/a/AATXAJwEVWCIJCpA3ujsU1eaGmGCKM7reJX7cQq54Rpj=mo,"I tried it for the first time and after waiting for about an hour when they confirmed that the food is about to be delivered in a few minutes, they called and cancelled the order, saying they don't have enough riders. Worst app and service. Never using it again.",1,0,,2020-02-05 13:16:01,,
909,gp:AOqpTOHzWcqVnUzIUbDj1v4idPzg-HHR_BnoTUd8WC0PPN6PN4UB5vM0snHYKwSV_3CoecgKNjsKgOHGkxb3iMM,Salar Haider,https://play-lh.googleusercontent.com/a/AATXAJzXAv3QTkJOYEozvGFCKdjsW2zPtbn8n3yjh1mM=mo,I wish i could give half star.such an useless app all the time i just see all restaurants temporary closed even they are open but app shows me closed.,1,0,,2021-03-13 07:54:09,"Hey Salar, sorry for the inconvenience. We assure you that we're working persistently to improve our services. However, sometimes restaurants are marked as temporarily closed due to certain reasons such as operational time of the restaurant, unavailability of products/riders etc. We hope that you'll have a better experience with us in the future.",2021-03-13 15:41:16
910,gp:AOqpTOF86Eh8VkzkSWj_ZwLFpMTpt1cI9QWRbJbpS21hezrsTG20JYsSSlvw5hu7FTfw_wN_a6UytoDCBZMd_rg,Mehshid Atiq,https://play-lh.googleusercontent.com/a/AATXAJz2phvi3Y6lXu_PgnC72QTliA--1Z-VM5IYxkC8=mo,"Pathetic app!!! Poor delivery and customer service. Had to wait 2 hours and when i called, the driver told that he had not even received my delivery and to add to the misery when i called cheetah they informed that the order had not even been made yet .the app then said to wait for another hour. Highly unrecommended!!! Rated one star cuz there was no option for no stars",1,0,3.5.3,2020-03-15 17:54:58,,
911,gp:AOqpTOGRE6_DS2HLDPMop2dCKcEsWfegPMyfTHGbcYsMCBGd4vRaTQHvMzLhB8tjJZcpPSEtjJMOqOVqTNuE7GM,Shoaib Akmal,https://play-lh.googleusercontent.com/a/AATXAJwoT99Z3EaxhAuuJ4xJWLKelOl1FW1P4aQJNKg=mo,What a terrible experience using Cheetay. Not once but several times. Orders arrive late making the food stale. And order time and delivery information on the app is incorrect. I have Cheetay several tries but each time the experience is terrible. Never using this App again.,1,1,,2020-07-22 18:20:20,,
912,gp:AOqpTOGDhS3IUrxwfZhzBBbw0yiE2O_W0yRy10LW7lgAX7BCJdHj_u7NgyekBXyfSddnT1S-2I7b9qmZHupu16s,Beea.,https://play-lh.googleusercontent.com/a-/AOh14Gg_ftYsi6aLHraklhKEAPOOdCGQhA7uckakFysktSI,worst app ever. very poor service. they make you wait for hours and still dont deliver and keep saying that the order is ready and will soon be delivered. extremely poor service. not recommended at all. also the app is very user unfriendly.,1,0,,2021-01-10 20:21:28,"Hello Beea, we apologize for the disappointment. We have worked tirelessly for the improvement of our services including timely deliveries. We hope that you will not face any such issue in future.",2021-02-17 09:41:49
913,gp:AOqpTOHfv4CUoXDdwgCj8PT3DNzoy2-SFUrypnsXJVVOAmIpjMk-X2hAgC9d4kX6ieF_7kXVYOQbIjbxfwlA2CY,Automart Lahore,https://play-lh.googleusercontent.com/a-/AOh14GjgUWZmNVEa-kMF1uGA-1z74kPTIcnxCM26sGSM,Very bad pathatic app and service order 2 times 1st time after 1 hour of order automatically order got cancelled and the reason they gave branch is no more in your area . 2nd time after 2 hours of order the rider picked up the order and then deliver the food after 30 mins of that the restaurant is 5 min drive away from my house,1,0,3.0.20,2019-12-10 20:23:21,,
914,gp:AOqpTOFIL3caNlBGFyDxeLfUq9-wE_1TFk_CojeQ6NQ7D5HbK8kkIxzzNccW7OissItH15bQwFGbf4hWg6PHhHw,kashif saleem,https://play-lh.googleusercontent.com/a-/AOh14Gi04UXixzoJCEi3cgZmMp2EbPtt8keYZ14P9_rF0w,"Very bad experience with service. More than one hour to deliver. If they keep serving like that , soon they will wipe out from market. and app is extremely useless and occupied with unnecessary info.. People who tell you the truth are better then people telling you otherwise... And world best marketing is word of mouth. Share this with your high up...",1,27,3.10.0,2020-11-22 09:31:39,,
915,gp:AOqpTOGrh6_8eZaPwjIs9bAFl32ctnzZEI2k_5vB5V04N4_KkorBD-hmALPXvI-_Jffru5YgDr4Z_M3wsb7YmCM,Umar Muzammil,https://play-lh.googleusercontent.com/a-/AOh14GhJNk8QXTZTHv9TeUMWpN38c42gO7CGImJ7sQvnsg,"Don't bother using this. Took 2 hours and I had to call the restaurant to get a confirmation, then rider came after 1 hour and extremely bad behavior by restaurant owner like its my mistake if it took more than 3 hours and i am not willing to receive it anymore. One shouldn't promise something u cant deliver. Fake Marketing!",1,0,3.8.2,2020-08-14 15:20:25,,
916,gp:AOqpTOH_Y7fSTTXORwA7SNm2cgjeIco122zI0PwlgTNTsdGAnm_UyxukIwqEz12Iji0JwLZcMxW6WImayL3CCzE,Faizan Jafri,https://play-lh.googleusercontent.com/a-/AOh14GibTQ56IkbIG25vLKBW2P2rhwyk0id6vGrzzZxwMw,"I prefer foodpanda because it shows only the options that are available for you (in your area). Whereas in Cheetay you select items, add them to cart, do everything required and when you're about to finalize it for delivery it says ""this restaurant does not deliver in your area""",3,129,3.9.3,2020-10-09 08:44:14,,
917,gp:AOqpTOHmX1qaDwKbEWxnyU6NmGAURypifuDD9LnlvP4WUDB6LXT26LUOSuC_Cde0nSqInxJyKTqFeC_uUWVD_fQ,Ahmed Hassan,https://play-lh.googleusercontent.com/a/AATXAJzRzQwr4Inu2xRl7TneMDYyj-QZv0wF3Ju6rO-W=mo,"This is a joke of a food delivery app. Mostly, the app will display that the restaurant does not deliver in your area message. Once I got my order accepted by a restaurant, and after waiting for 3 hours, I cancelled my order and deleted this app. Please stay as far away from this garbage as possible. These guys don't have a clue what they are doing. Doesn't even deserve 1 star, but that's the lowest it can go Edit: Maybe a change of administration or something, but the app improved a great deal",4,5,3.9.4,2020-10-25 03:55:19,,
918,gp:AOqpTOFjuSZk4IwMkVM0N3hLSi6eHi4BxEBoqHZwWZXqU6H5Ey5wXmmKYzMcouLhj86MZU8awbwdfDLQ9D772es,Basit Khan,https://play-lh.googleusercontent.com/a-/AOh14Ggu_1ZlbBWuYqi83684pjeKDKqZB2QMB6egT2-k,Very poor service. Food was of poor taste ordered from CP Five Star. And the order was late. Now it has been 30 minutes since the order is delivered and still it shows that the order is processing. The rider wasn't even of Cheetay. Uninstalled it right away.,1,0,,2020-11-09 18:41:01,,
919,gp:AOqpTOHUPaw18j0sAY4IW1d_arOJQOabz1pVViKzXZHpbHQ1JzSxzRFH-EiGyHPYSI1sb1W-bcADdNWhSsPUSKM,Ahsan Aamir,https://play-lh.googleusercontent.com/a-/AOh14Ggd9pvLk31JBGJgWzPk_ZxKt6QFkrnvYAVAP2EO_A,"Bitchy app!.... Sucks!!... i ordered 3 deals with fries, burger & drink but fries were not in the order when delivered even with a single deal!... I put my address in B block model town but cheetay showed it at H block!!...previously my 2 orders were cancelled after 15minutes of confirmation & assigning of rider to me just like that!!! ... Worst experience",1,1,3.5.1,2020-02-29 17:19:30,,
920,gp:AOqpTOHQqNpD80VNt7HnJEWBY-4vI71eAVy_v6YG-m54_ckO-OJlh-m24rZqvdaiRr0D8Pg40wKqSQQVpmXmseA,Muneeb Shaukat,https://play-lh.googleusercontent.com/a-/AOh14GgboYZGgO5ggRghqSxtJ6s0cqVN2F1AZ8uE7K6EhA,Such a bad experience with this app. Everytime I order i received my food late and cold. And most of the time my order is cancelled after confirmation. Now they have deducted my 300 rupees which i don't know when they will give me back but as usual they cancelled the order after deduction. And also customer service ws not so helpful. They are not professional and don't know how to talk to customer instead they left chat. So zero stars to this app and service. Not recommended at all.,1,6,3.9.5,2020-10-28 11:55:36,,
921,gp:AOqpTOGAZfck3CEF7nmliZVxiWmE0NFyTEcLybr6VwnULI1rXZ-amB85Bf52ZjCEtggq69Nk3_MldsM8hw04H34,INAM ULHAQ,https://play-lh.googleusercontent.com/a-/AOh14GguGGJv8vlpfVB14TEgxy1ax7G1dJc85DrHuKos,"My experience about this app is good. But the reason why, this app is not compatible as foodpanda.because of short markets(e.g, not so much variety of restaurants listed).And also the persons who does not have bank accounts and credit cards can refer to deposit his/her money on easy paisa or jazz cash. And Cheetay does not even has payment method of easypaisa and jazz cash. Think about it.",3,149,3.10.0,2020-11-14 16:45:31,,
922,gp:AOqpTOHbMQPNiBBkfAKWCevWvwJ0NBwlPaM4OhdSTzw42GNrNZ4Eoj_ndB-Zd7nOTP42cAJdJH5uQOn2O8BMRhU,adnan rafique,https://play-lh.googleusercontent.com/a/AATXAJy8GlU92wfnW0bhH4a2-MsrEtGmonNJar-wafwd=mo,"Absolutely disgusted by this app. Let a few drops of rain reach the ground and cheetay is no longer available in your area. They will cancel your order after 15 mins of waiting, without even telling u the reason. The customer support is extremely unprofessional and will just forward your concern to some other authority. Highly disappointed.",1,0,3.2.1,2020-03-10 08:53:08,,
923,gp:AOqpTOFfyOXSa-okUMpe9E7hwWzxt3bqCn1UGzo7N_X3lbcOyk3niI8UUFOVa5M94XAxLksEsH1bD-ZCpFOXTQE,Abdullah Akhter,https://play-lh.googleusercontent.com/a-/AOh14Gg90Iovbi_8YqGDPnq3rlutWtB40lndLGFHK9wW,Overall a really Good App in comparison to foodpanda as we can track rider with location and contact him directly as-well. But few things are annoying like No way to View Comments when Rating is tapped also no detail of Resturant Location is visible and around 07:30PM almost all restaurants go Temporary Closed in my area.,5,0,,2020-11-06 14:36:17,,
924,gp:AOqpTOHPpE9mJD_KS0sezkVgQt2gfTcb50X8DH3elE4fqjp67BJERNT3R45n7XmdJKdaCxwXEpRqecdiXcASFkA,hifsa mukhtar,https://play-lh.googleusercontent.com/a/AATXAJyOeV928gtugDrB_ZgIpbr2f2o0fDcR7l-grolX=mo,Delivery time is too much,3,0,3.10.4,2021-03-14 16:41:04,"Hi Hifsa, we regret any inconvenience caused. We assure you that we're working tirelessly to make sure that timely deliveries are performed. However, sometimes orders are delayed due to unfortunate events such as extreme weather conditions, road blockage etc. We hope that you'll have a better experience with us in the future.",2021-03-15 04:40:55
925,gp:AOqpTOFbLBZCatN4VKorkion4fW-4tDRdWeQdl0niz1LHGyFGnsW8rBIN0lLOCn8Inj_Dv6gQ0TprTCMmoFYlu0,Hassan Akhter,https://play-lh.googleusercontent.com/a-/AOh14GiZsrujje-W6cTbKiMJEisFX5oJlRiQEDcuxD2A,"Worst services, Do not ever, ever, ever place order through this app, i have placed order and after one hour when i called them to know the status, they refused to deliver and cancelled the order. Very un-professional team and waste of time and resources.",1,0,3.0.22,2019-12-19 14:31:36,,
926,gp:AOqpTOHmB6AR8PgvDWsHjYmgC8Z7c5uouLZvYI_bxLdfiREL0rZYvSnEIQS3pP1WfWGGeIrLu792h_anz8XXTbE,Waseem Francis,https://play-lh.googleusercontent.com/a-/AOh14Gh-iXiUNCw361B_HtPaHXRPlmRsIln5DoX38FNGNQ,"Hi! I’m a regular on Cheetay. One important thing that Cheetay is missing is the option to add tips. I’ve been receiving contactless deliveries but the tipping part leaves me a little uncomfortable. Other than that, I couldn’t be happier with the quality of service and timely deliveries.",5,0,3.8.2,2020-08-15 04:41:43,,
927,gp:AOqpTOHJ5GXQwWuxjVA25L18B6-Z53UE5xVRWMuO3Xlxcn9KwxF1CyadSXvtHat9OwdW7ZbwDRT73l8q4fIDkpo,Ijaz Ulfat,https://play-lh.googleusercontent.com/a-/AOh14GhMhDiSgDWDnnxHWKS_99HP2TejcMpW3vTrbjfpGg,Very bad experience. Totally fraud on first cashback,1,0,3.10.5,2021-03-29 10:42:32,"Hey Ijaz, we apologize for the disappointment. Please share the order ID with us at info@cheetay.pk. We will get your issue checked further.",2021-03-29 12:48:03
928,gp:AOqpTOEz7FNp6Th0rlje7v1iEAPSAsMyZUF5W4O6wfql2RjYf-lUOmEFcnJDud083iRvIquL8DGKuA3lihtXgKE,M.Nadeem Akhtar,https://play-lh.googleusercontent.com/a-/AOh14GiFbr2tFCVl6_ABwwchvQofvWXTzEQxzBrRcc4iBBA,Pathetic service and complaint management. Don't try it.,1,0,3.10.11,2021-05-09 15:35:52,"Hi Nadeem, please help us understand the the issue you are facing in depth by writing to info@cheetay.pk. We'll ensure to look into it with utmost priority.
",2021-05-10 17:30:01
929,gp:AOqpTOGvA5B_d0WX3yyfda7ctFldmbi8qjzy4KnL6eNjWxej7nd3h_LokaOGM3AQL5pdy7wqMc9GkK47xLJPc0M,Talha Shahid,https://play-lh.googleusercontent.com/a-/AOh14GiAEwG9u3x5Kqu_Axlr5T1WaJPWbFYr0aCMWOXjAA,"I really love this apps. Other than it makes people have easier access to buy food, it also gave a lot of job opportunities to other people that needed money. The apps is good and rarely lagging so it made all the ordering procedure easy and smooth. Keep it up :)",5,126,3.6.1,2020-04-06 11:13:52,,
930,gp:AOqpTOE8tk-HGWykNrQx9cvDE_vAlCKy8H75facHwwNU6Tx5U35IPTA826MFPHhSSQSoSgiSR1FqwjuHKuwY38Q,M.irtaza amaad,https://play-lh.googleusercontent.com/a/AATXAJyun4TTycCbtkBDsR8nEoEyN4lxe70-341UA-OG=mo,"Terrible customer service incapable of solving your problems. Extremely slow service, very high delivery charges and an annoying app with so many garbage notifications. There is zero, I repeat, zero incentive to use this over its competitors.",2,0,1.3.6,2020-01-11 13:59:28,,
931,gp:AOqpTOFJz1qMZgj1pzrOOLsray1JvSGVNehynJQp2OaIXfaiqgRWQwZpARV6rl6VLYVGDnasAEN424TagPydNas,Waleed Tariq,https://play-lh.googleusercontent.com/a/AATXAJxsCUM3VlAKYNFkTT0BlrjZY-JBCIT7SWpUAxjji9s=mo,"I've been trying to order for past 30 minutes. It loads too slow, and when I click the restaurant it says ""Some Error Occurred. Please try later!"". App was working just fine before the last update though, after the update it does nothing.",1,1,1.48,2019-05-30 12:23:31,"Hi, we are sorry to hear that. Do share the screenshot of the error page at info@cheetay.pk to enable us to assist you further.",2019-06-13 12:55:43
932,gp:AOqpTOEo-D4LHR3Qjb_zT8aE_YA8mwlvGmA2vWN4y8mwymUezuWo34T1nRY-lGW_w61eNv-GESXRFdqBBrUNcS0,Shahbaz Khan,https://play-lh.googleusercontent.com/a-/AOh14GiJY2KpyDBnvFobNvo1tZXltfJY8Xjw7nEb1Iaa,"Very pathetic and poor service... First I received message that order is placed than after waiting of an hour I received another message of cancellation of order..... It happened with me twice. Not recommended, very poor and substandard app and service.",1,1,3.8.1,2020-07-21 21:06:06,,
933,gp:AOqpTOH0WWfNlgy4ChsmJgbhV4_yB9e5FDME_Dg3OgLLU79hWmTgYGII9twsa8f0BbOneT9Fpo93ysBBkNU6jpQ,Tahir SShabbir Attarwala,https://play-lh.googleusercontent.com/a-/AOh14GggQQ2Lx3YS7c3qlAO8i5Z5DB-eDID59Yl9aLBb,"Be warned..If you suffer from blood pressure..This app will iffin kill you.. This was my experience.. I placed an order and was given a time. The order was cancelled and no notification sent..I checked the app's own notification system on the app itself . It is a new place I gave it another chance.. This time the order was taken and I was assigned a rider and time.. Only, after that, the word problem showed up and the timer kept running..I tried their chat.. their phone line..Nothing works!",1,43,3.8.1,2020-07-19 17:19:05,,
934,gp:AOqpTOHIH9eBjyTKv3udbFDtc2-j66rJVXwpoO0akufXgpJweXNh8DIEfv8mMQCHnTIHUAYaCHM9Ecm6ly_LHLw,sajeel sarwar,https://play-lh.googleusercontent.com/a/AATXAJy3efPhGxiqOprz_qkzyUx5kh_vyib_2bYTAARP=mo,Cheety jazz cash payment is the worest payment. i have paid 700 but they said your payment didn' receive. I am going to uninstall the app. Please be carefull.,1,0,,2021-06-12 13:02:05,"Hi Sajeel, we are extremely sorry for the inconvenience. Please share your order ID with us at info@cheetay.pk. We assure you that your issue will be dealt with utmost priority.",2021-06-12 14:18:55
935,gp:AOqpTOF8E95U6sIjQTVprCEqYKMB4gBxolyX7CFS6ZHpgK8lyjtgyyV41y687YihcfdF-RwrqYU6k6Wd0acFPZY,Mrs. Omer,https://play-lh.googleusercontent.com/a-/AOh14Gi6M5rEha8R2YpYsXq3hIuZPWB4X7xgmAHngTZdNw,Extremely disappointed by their service. Cheetay accept the order . And keep u waiting long for delivery. And after 1 hour they will call and tell u . They cant deliver due to high traffic or any other issue. And we are canceling ur order. Waste of time.,1,0,3.0.29,2020-01-11 12:55:40,,
